7,1,1,tD,0.08314824304543436
7,1,1,tE,0.271962977014482
7,1,1,tI,0.02182847852530267
7,1,1,tO,0.07779127544350922
7,1,2,tD,0.08893928424920887
7,1,2,tE,0.2987599853100255
7,1,2,tI,0.01013197485723625
7,1,2,tO,0.06201156379546349
7,1,3,tD,0.09458089106483385
7,1,3,tE,0.2914512314274907
7,1,3,tI,0.006047247349508932
7,1,3,tO,0.054681537163754304
7,1,4,tD,0.10064508434850722
7,1,4,tE,0.3090108717419207
7,1,4,tI,0.012540559957803756
7,1,4,tO,0.04523784180854758
7,1,5,tD,0.1022935445071198
7,1,5,tE,0.2923632722906768
7,1,5,tI,0.0043932600315915804
7,1,5,tO,0.042871968261276684
7,1,6,tD,0.10199634649790823
7,1,6,tE,0.2809144299291074
7,1,6,tI,0.004463059702817266
7,1,6,tO,0.04263197341483707
7,1,7,tD,0.10090257237898186
7,1,7,tE,0.27573185382410886
7,1,7,tI,0.004368193842117914
7,1,7,tO,0.042104839428017536
7,1,8,tD,0.1005739460280165
7,1,8,tE,0.27077337400987744
7,1,8,tI,0.004516285000111869
7,1,8,tO,0.04246685603555913
7,1,9,tD,0.1002498531434685
7,1,9,tE,0.26876389113254845
7,1,9,tI,0.005112968096482291
7,1,9,tO,0.042162380979085964
7,1,10,tD,0.09988367460202426
7,1,10,tE,0.2677469392120838
7,1,10,tI,0.006411615701230403
7,1,10,tO,0.041258725208075095
7,1,11,tD,0.09984332588268444
7,1,11,tE,0.27126364573836326
7,1,11,tI,0.005875223519337472
7,1,11,tO,0.04008357108857793
7,1,12,tD,0.10133975277189165
7,1,12,tE,0.26702832367271184
7,1,12,tI,0.003945695019212811
7,1,12,tO,0.03922146533600365
7,1,13,tD,0.10166604232043028
7,1,13,tE,0.2632943395711482
7,1,13,tI,0.003471730091493252
7,1,13,tO,0.03841888959395389
7,1,14,tD,0.10159192173043266
7,1,14,tE,0.2595751244015992
7,1,14,tI,0.003385103221592696
7,1,14,tO,0.03828703558864072
7,1,15,tD,0.10171370731433854
7,1,15,tE,0.25845167502760885
7,1,15,tI,0.0035580184410860054
7,1,15,tO,0.03763977127095374
7,1,-1,s,0.0
7,1,-1,x,0.1640625
7,1,-1,c,0.025370143294594222
7,2,1,tD,0.07329821517225354
7,2,1,tE,0.20278166919131763
7,2,1,tI,0.01861832265604456
7,2,1,tO,0.0729956086158442
7,2,2,tD,0.057325780766550455
7,2,2,tE,0.1350683031830704
7,2,2,tI,0.009232267416148868
7,2,2,tO,0.052134707164485004
7,2,3,tD,0.05253218675963581
7,2,3,tE,0.10359333328378853
7,2,3,tI,0.0035816707813919493
7,2,3,tO,0.04298075640806928
7,2,4,tD,0.04995574975386262
7,2,4,tE,0.09128687741584145
7,2,4,tI,0.003526256860433326
7,2,4,tO,0.04207034008406724
7,2,5,tD,0.0485207404056564
7,2,5,tE,0.08354529694479425
7,2,5,tI,0.00333403865536305
7,2,5,tO,0.04148359848977998
7,2,6,tD,0.04767091414425522
7,2,6,tE,0.07891856033471413
7,2,6,tI,0.004799437545631538
7,2,6,tO,0.04051576898961017
